REGINA HUDA SCHOOL INC (898236922RR0001)
"Reporting Period","Donor Name","City","Prov","Reported Amount ($)","Gifts In Kind ($)"
2024,"CANADAHELPS CANADON","TORONTO","ON",213,0
2023,"CANADAHELPS CANADON","TORONTO","ON",71,0
2022,"CANADAHELPS CANADON","TORONTO","ON",290,0
2021,"WORLD WILDLIFE FUND CANADA FONDS MONDIAL POUR LA NATURE CAN ADA","TORONTO","ON",500,0
2021,"CANADAHELPS CANADON","TORONTO","ON",2,0
2019,"WORLD WILDLIFE FUND CANADA FONDS MONDIAL POUR LA NATURE CAN ADA","TORONTO","ON",500,0
2018,"WORLD WILDLIFE FUND CANADA FONDS MONDIAL POUR LA NATURE CAN ADA","TORONTO","ON",500,0
2018,"CANADAHELPS CANADON","TORONTO","ON",96,0
2017,"UNITED WAY OF REGINA","REGINA","SK",425,0
